file,sentence,cited_keys,survey_arxiv_id,survey_title
main.tex,"For example, \citet{2024multi-agent} presents MA-LAMA, a multi-agent temporal planner that uses a factored, centralized approach to translate temporal tasks into constrained snap-actions, while \cite{singh2024twostepmultiagenttaskplanning} integrates classical planners with LLMs to improve goal decomposition for two agents, and LaMMA-P \cite{zhang2024lammapgeneralizablemultiagentlonghorizon} utilizes a Language Model-Driven Multi-Agent PDDL Planner for effective task management.",2024multi-agent;singh2024twostepmultiagenttaskplanning;zhang2024lammapgeneralizablemultiagentlonghorizon,2503.22458,Evaluating LLM-based Agents for Multi-Turn Conversations: A Survey
main.tex,"HuggingGPT \cite{shen2023hugginggptsolvingaitasks} orchestrates model interactions, while \citet{liu-etal-2024-evaluation-mechanism} and \citet{li-etal-2023-api} benchmark multi-turn API interactions.",shen2023hugginggptsolvingaitasks;liu-etal-2024-evaluation-mechanism;li-etal-2023-api,2503.22458,Evaluating LLM-based Agents for Multi-Turn Conversations: A Survey
main.tex,"In contrast to verbose intermediate steps, \citet{xu2025chaindraftthinkingfaster} propose Chain-of-Draft, which encourages language models to generate concise, minimal intermediate reasoning steps, rather than token-heavy explanations in traditional CoT.",xu2025chaindraftthinkingfaster,2503.21614,"A Survey of Efficient Reasoning for Large Reasoning Models: Language, Multimodality, and Beyond"
main.tex,"In contrast to computing allocation between large and small models, MEDUSA~\cite{Cai2024MedusaSL} accelerates large language model inference by incorporating additional decoding heads that predict multiple tokens simultaneously.",Cai2024MedusaSL,2503.21614,"A Survey of Efficient Reasoning for Large Reasoning Models: Language, Multimodality, and Beyond"
main.tex,"In contrast to directing output in the traditional multimodal large language models \cite{wang2024qwen2,chen2024internvl,team2023internlm,zhang2023internlm}, the augmented reasoning capabilities for multimodal large reasoning models enable a nuanced dissection of modal contributions.","wang2024qwen2,chen2024internvl,team2023internlm,zhang2023internlm",2503.21614,"A Survey of Efficient Reasoning for Large Reasoning Models: Language, Multimodality, and Beyond"
2_introduction.tex,"In contrast to these works, our survey stands out through: \begin{enumerate} \item \textbf{Methodology-centered taxonomy:} We propose a systematic taxonomy that deconstructs LLM agent systems into their fundamental methodological components, including role definition, memory mechanisms, planning capabilities, and action execution~\cite{ma2024survey}.",ma2024survey,2503.21460,"Large Language Model Agent: A Survey on Methodology, Applications and Challenges"
part8_smallmodel.tex,"However, \cite{li2025small} finds a phenomenon named \textit{Small Model Learnability Gap}, which highlights the challenges of distilling complex reasoning processes from large model to small model, showing that SLMs struggle to emulate the reasoning depth of their larger counterparts.",li2025small,2503.16419,Stop Overthinking: A Survey on Efficient Reasoning for Large Language Models
3methods.tex,"For instance, \cite{hou2024decomposing} proposes an approach that generates multiple clarifications for a given prompt and ensembles the resulting generations by using mutual information to capture the disagreement among the predictions arising from different clarifications.",hou2024decomposing,2503.15850,Uncertainty Quantification and Confidence Calibration in Large Language Models: A Survey
3methods.tex,"\vspace{1mm} \noindent$\bullet$~\textbf{Perplexity} is a measure of how well a probabilistic language model predicts a sequence of text~\cite{vaswani2017attention} while \citet{mora2024uncertainty}, \citet{margatina2023active} and \citet{manakul2023selfcheckgpt} utilize the perplexity as the uncertainty.",vaswani2017attention;mora2024uncertainty;margatina2023active;manakul2023selfcheckgpt,2503.15850,Uncertainty Quantification and Confidence Calibration in Large Language Models: A Survey
3methods.tex,"% Methods like~\cite{lin2023generating} use NLI models to score entailment and contradiction between every pair of generated outputs, forming a weighted similarity graph.",lin2023generating,2503.15850,Uncertainty Quantification and Confidence Calibration in Large Language Models: A Survey
3methods.tex,Perplexity is a measure of how well a probabilistic language model predicts a sequence of text~\cite{vaswani2017attention} while \citet{mora2024uncertainty} and \citet{margatina2023active} utilized the perplexity as the uncertainty.,vaswani2017attention;mora2024uncertainty;margatina2023active,2503.15850,Uncertainty Quantification and Confidence Calibration in Large Language Models: A Survey
6challenge.tex,"As studies suggest that LLMs often fail to revise earlier decisions when presented with contradictory information~\cite{creswellselection}, there is a need for temporally-aware uncertainty tracking.",creswellselection,2503.15850,Uncertainty Quantification and Confidence Calibration in Large Language Models: A Survey
6challenge.tex,"% % % Additionally, LLM judges may exhibit consistency issues~\cite{schroeder2024can}---their evaluation can vary depending on the number of prompts or slight changes in phrasing, leading to inconsistent or contradictory judgments even for the same input.",schroeder2024can,2503.15850,Uncertainty Quantification and Confidence Calibration in Large Language Models: A Survey
confidence.tex,"In a similar flavor, \cite{baan2022stop} studies the issues in the evaluation of calibration when there is intrinsic human disagreement on the label.",baan2022stop,2503.15850,Uncertainty Quantification and Confidence Calibration in Large Language Models: A Survey
2_Bachground.tex,"Entailment or~\ac{NLI} metric~\cite{naveed2023comprehensive} utilizes the inference abilities of a natural language model to analyze how much the generated~\ac{LLM} output is logically entailment, contradictory, or neutral compared to a ground truth text.~\ac{BLEURT}~\cite{sellam-etal-2020-bleurt} presents a methods for combining expressivity and robustness that involves pre-training a fully learned metric on a substantial quantity of synthetic data and then fine-tuning it using ratings from hum",naveed2023comprehensive;sellam-etal-2020-bleurt,2503.17403,ChatGPT or A Silent Everywhere Helper: A Survey of Large Language Models
2_Bachground.tex,"Similar to GPTscore, G-EVAL~\cite{liu-etal-2023-g} also evaluates the generated text by using large language models such as~\ac{GPT}-4 with the chain-of-thoughts framework; however, in contrast to GPTscore, assessment is carried out directly by advising the model to assign a score to the generated text.",liu-etal-2023-g,2503.17403,ChatGPT or A Silent Everywhere Helper: A Survey of Large Language Models
main.tex,"\noindent\textbf{Context Consistency} shows models an academic paper and a hypothesis, requiring models to judge whether the hypothesis is supported or contradicted by the ideas in the paper~\citep{dong2023bamboo}.",dong2023bamboo,2503.13299,A Survey on Transformer Context Extension: Approaches and Evaluation
main.tex,"In contrast to few-shot learning, which use only a few to several dozen examples, many-shot learning enhances LLMs' versatility and adaptability across diverse tasks without task-specific fine-tuning~\citep{yu2020dialogue,bertsch2024context}.","yu2020dialogue,bertsch2024context",2503.13299,A Survey on Transformer Context Extension: Approaches and Evaluation
acl_latex.tex,"However, \citet{wei2023chainofthoughtpromptingelicitsreasoning} also showed that Cot proved to be significantly effective only for LLMs with more than 100B parameters.",wei2023chainofthoughtpromptingelicitsreasoning,2503.10814,Thinking Machines: A Survey of LLM based Reasoning Strategies
TAI_template.tex,Examples include Worst-Case Optimization \cite{convexboyd2004} and Uncertainty-Weighted Optimization \cite{Disagreement-RegularizedBrantley2020}.,convexboyd2004;Disagreement-RegularizedBrantley2020,2503.13505,Ensemble Learning for Large Language Models in Text and Code Generation: A Survey
TAI_template.tex,"Besides Mean Optimization, other techniques can be evaluated based on performance criteria, such as Worst-Case Optimization \cite{convexboyd2004} and Uncertainty-Weighted Optimization \cite{Disagreement-RegularizedBrantley2020}.",convexboyd2004;Disagreement-RegularizedBrantley2020,2503.13505,Ensemble Learning for Large Language Models in Text and Code Generation: A Survey
analysis.tex,"However, \citet{liu2025oatzero} argue that the aha moment may not emerge in R1-Zero-like training.",liu2025oatzero,2503.09567,Towards Reasoning Era: A Survey of Long Chain-of-Thought for Reasoning Large Language Models
related_work.tex,"\citet{xu2025towards} examine the role of reinforcement learning and ""thought"" sequences in reasoning improvement~\citep{kumar2025llm}, while \citet{hong2024advance} demonstrate the impact of prompting techniques~\citep{mei2025survey}.",xu2025towards;kumar2025llm;hong2024advance;mei2025survey,2503.09567,Towards Reasoning Era: A Survey of Long Chain-of-Thought for Reasoning Large Language Models
5-rag.tex,"The COMBO framework \cite{zhang2023merging}, for instance, employs a pretrained discriminator to assess the coherence of generated-retrieved paragraph pairs, ensuring that contradictory information is filtered to minimize hallucinations.",zhang2023merging,2503.10677,A Survey on Knowledge-Oriented Retrieval-Augmented Generation
05-reasoning.tex,"For instance, RCI Prompting~\citep{kim2024language} only triggers corrections when a contradiction or error is identified, avoiding overreactions to minor uncertainties.",kim2024language,2503.06072,A Survey on Post-training of Large Language Models
03-finetuning.tex,"\subsubsection{Full-Parameter Fine-Tuning} Full-parameter fine-tuning refers to the process of adjusting all parameters of a pre-trained model, in contrast to parameter-efficient methods such as LoRA~\citep{Hu2021LoRALA} or Prefix-tuning~\citep{Li2021PrefixTuningOC}, which modify only a subset of parameters.",Hu2021LoRALA;Li2021PrefixTuningOC,2503.06072,A Survey on Post-training of Large Language Models
01-introduction.tex,"In contrast to initial hopes of promoting mutual understanding \cite{rheingold00}, %\cite{lee99, rheingold00} % and rational decision making % \cite{Habermas1985-HABTTO-3}, %\cite{Habermas1984-HABTTO,Habermas1985-HABTTO-3}, online discussions (especially in social media) often degenerate into hate speech, personal attacks, promoting conspiracy theories or propaganda -- to the extent that they can even be considered a threat to social cohesion and democracy \cite{tucker2018social,binny2019}.","rheingold00;lee99, rheingold00;Habermas1985-HABTTO-3;Habermas1984-HABTTO,Habermas1985-HABTTO-3;tucker2018social,binny2019",2503.01513,Evaluation and Facilitation of Online Discussions in the LLM Era: A Survey
