pair_id,question,hypothesis_a,pmid_a,hypothesis_b,pmid_b,label_3way
as_000196,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","These results, in one of the first studies including subjects with previously untreated ISH only, indicate that lisinopril treatment might favorably influence the cardiovascular risk of ISH.",11336102,Reducing LDL-C and SBP to lower targets resulted in regression of carotid IMT and greater decrease in left ventricular mass in individuals with type 2 diabetes.,18398080,NotContradiction
as_000197,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","These results, in one of the first studies including subjects with previously untreated ISH only, indicate that lisinopril treatment might favorably influence the cardiovascular risk of ISH.",11336102,"Enalapril appears not to induce regression, but perhaps prevents progression with an effect that is intermediate between those of nitrendipine and placebo.",9797181,NotContradiction
as_000198,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","These results, in one of the first studies including subjects with previously untreated ISH only, indicate that lisinopril treatment might favorably influence the cardiovascular risk of ISH.",11336102,"In the ABCD study, enalapril treatment was associated with a lower risk of myocardial infarction.",12796754,NotContradiction
as_000199,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","These results, in one of the first studies including subjects with previously untreated ISH only, indicate that lisinopril treatment might favorably influence the cardiovascular risk of ISH.",11336102,"A long-term study, the ELVERA trial proves that amlodipine and lisinopril reduce left ventricular mass and improve diastolic function to a similar extent in elderly newly diagnosed hypertensive patients.",11212974,NotContradiction
as_000200,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Interpretation Losartan prevents more cardiovascular morbidity and death than atenolol for a similar reduction in blood pressure and is better tolerated.,11937178,"Left ventricular mass index was found to be significantly reduced in patients receiving 5 mg ramipril compared with those receiving placebo (-10.8 +/- 3.7 versus +4.1 +/- 4.0 g/m2, P = .008); in patients receiving 1.25 mg ramipril, the difference was close to borderline significance compared with placebo (-7.0 +/- 4.3 g/m2, P = .06).",7843761,NotContradiction
as_000201,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Interpretation Losartan prevents more cardiovascular morbidity and death than atenolol for a similar reduction in blood pressure and is better tolerated.,11937178,"Losartan may improve LV diastolic function, and amlodipine may attenuate LV hypertrophy; however, this study cannot make consecutive remarks about the superiority of either treatment regimen in the effects on cardiac function and geometry.",21124328,NotContradiction
as_000202,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Interpretation Losartan prevents more cardiovascular morbidity and death than atenolol for a similar reduction in blood pressure and is better tolerated.,11937178,Reducing LDL-C and SBP to lower targets resulted in regression of carotid IMT and greater decrease in left ventricular mass in individuals with type 2 diabetes.,18398080,NotContradiction
as_000203,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Interpretation Losartan prevents more cardiovascular morbidity and death than atenolol for a similar reduction in blood pressure and is better tolerated.,11937178,"Enalapril appears not to induce regression, but perhaps prevents progression with an effect that is intermediate between those of nitrendipine and placebo.",9797181,NotContradiction
as_000204,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Interpretation Losartan prevents more cardiovascular morbidity and death than atenolol for a similar reduction in blood pressure and is better tolerated.,11937178,"In the ABCD study, enalapril treatment was associated with a lower risk of myocardial infarction.",12796754,NotContradiction
as_000205,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure",Interpretation Losartan prevents more cardiovascular morbidity and death than atenolol for a similar reduction in blood pressure and is better tolerated.,11937178,"A long-term study, the ELVERA trial proves that amlodipine and lisinopril reduce left ventricular mass and improve diastolic function to a similar extent in elderly newly diagnosed hypertensive patients.",11212974,NotContradiction
as_000206,"In patients with hypertension, does treatment with ACE inhibitors, compared to placebo, reduce risk of cardiovascular event or improve blood pressure","Left ventricular mass index was found to be significantly reduced in patients receiving 5 mg ramipril compared with those receiving placebo (-10.8 +/- 3.7 versus +4.1 +/- 4.0 g/m2, P = .008); in patients receiving 1.25 mg ramipril, the difference was close to borderline significance compared with placebo (-7.0 +/- 4.3 g/m2, P = .06).",7843761,"Losartan may improve LV diastolic function, and amlodipine may attenuate LV hypertrophy; however, this study cannot make consecutive remarks about the superiority of either treatment regimen in the effects on cardiac function and geometry.",21124328,NotContradiction
